"last_name, first_name","player_id","year","p_formatted_ip","p_era","pitch_hand","n","n_ff_formatted","n_sl_formatted","n_ch_formatted","n_cu_formatted","n_si_formatted","n_fc_formatted","n_fs_formatted","n_kn_formatted","n_st_formatted","n_sv_formatted","n_fo_formatted","n_sc_formatted","n_fastball_formatted","n_breaking_formatted","n_offspeed_formatted"
"Chirinos, Yonny","630023","2019","133.1","3.85","R","1985","1","21.6",,,"55",,"22.5",,,,,,"56","21.6","22.5"
"Hudson, Dakota","641712","2019","174.2","3.35","R","2846","13","25.7","2.6","10","48.7",,,,,,,,"61.7","35.6","2.6"
"Keller, Brad","641745","2019","165.1","4.19","R","2711","41.7","31.4","1.7",,"25.2",,,,,,,,"66.9","31.4","1.7"
"Lauer, Eric","641778","2019","149.2","4.45","L","2507","53.1","8","3.6","13.7",,"21.5",,,,,,,"74.7","21.7","3.6"
"Mahle, Tyler","641816","2019","129.2","5.14","R","2138","57.1",,,"23.2",,"7","12.8",,,,,,"64.1","23.2","12.8"
"Sparkman, Glenn","642098","2019","136.0","6.02","R","2273","60.7","9.8","12.8","16.6",,"0",,,,,,,"60.8","26.4","12.8"
"Yarbrough, Ryan","642232","2019","141.2","4.13","L","2057","23.7",,"25.6","13.5","0.5","36.7",,,,,,,"60.9","13.5","25.6"
"Jurado, Ariel","642558","2019","122.1","5.81","R","2045","22.9","15","11.8","8.9","41.3",,,,,,,,"64.2","24","11.8"
"Brault, Steven","643230","2019","113.1","5.16","L","2001","50.6","6","14.2","1","13.4","14.6",,,,,,,"78.7","7.1","14.2"
"Alcantara, Sandy","645261","2019","197.1","3.88","R","3090","30.2","21.5","12.1","8.6","27.6",,,,,,,,"57.8","30.1","12.1"
"Soroka, Michael","647336","2019","174.2","2.68","R","2553","18.8","24.2","12.3",,"44.7",,,,,,,,"63.4","24.2","12.3"
"Flaherty, Jack","656427","2019","196.1","2.75","R","3178","46.4","27.6","2","12.1","11.9",,,,,,,,"58.4","39.6","2"
"Thornton, Trent","663423","2019","154.1","4.84","R","2757","44","27.1","8.9","1.4","2.6","16","0",,,,,,"62.6","28.5","8.9"
"Paddack, Chris","663978","2019","140.2","3.33","R","2280","61.1",,"28.5","10.4",,,,,,,,,"61.1","10.4","28.5"
"Lucchesi, Joey","664192","2019","163.2","4.18","L","2641",,,,"35.1","51.3","13.6",,,,,,,"64.9","35.1",
"Bieber, Shane","669456","2019","214.1","3.28","R","3223","45.7","26.5","7.3","20.5","0",,,,,,,,"45.8","47","7.3"
"Richards, Trevor","670950","2019","135.1","4.06","R","2287","43.7","1.2","38.3","7.1",,"9.6",,,,,,,"53.3","8.3","38.3"
"Wainwright, Adam","425794","2020","65.2","3.15","R","930","9.2",,"2.5","38.3","27.1","22.9",,,,,,,"59.2","38.3","2.5"
"Greinke, Zack","425844","2020","67.0","4.03","R","1001","43.2","17","23.2","16.6","0.1",,,,,,,,"43.3","33.6","23.2"
"Sánchez, Aníbal","434671","2020","53.0","6.62","R","971","26.8","0.4","6.5","6.2","7.9","23.1","29.1",,,,,,"57.8","6.6","35.6"
"Lester, Jon","452657","2020","61.0","5.16","L","1008","29.1",,"12.5","12.8","15.2","30.5",,,,,,,"74.7","12.8","12.5"
"Scherzer, Max","453286","2020","67.1","3.74","R","1213","46","19.3","16","9.1",,"9.6",,,,,,,"55.6","28.4","16"
"Arrieta, Jake","453562","2020","44.1","5.08","R","729","0.4","23.2","17","7.3","52.1",,,,,,,,"52.5","30.5","17"
"Cueto, Johnny","456501","2020","63.1","5.40","R","1145","33","9.9","26.9","19.8","10.4",,,,,,,,"43.4","29.7","26.9"
"Happ, J.A.","457918","2020","49.1","3.47","L","787","44.3","18.7","13.9","1.1","22",,,,,,,,"66.3","19.8","13.9"
"Lindblom, Josh","458676","2020","45.1","5.16","R","793","35.1","16.9","9.1","9.5",,"19.2","10.3",,,,,,"54.2","26.4","19.4"
"Lynn, Lance","458681","2020","84.0","3.32","R","1407","49.8",,"1","9.1","17.9","22.2",,,,,,,"89.9","9.1","1"
"Carrasco, Carlos","471911","2020","68.0","2.91","R","1101","34.7","27.1","26.9","6.5","4.8",,,,,,,,"39.5","33.6","26.9"
"Anderson, Brett","474463","2020","47.0","4.21","L","752","2.1","11","23.9","10.5","40.6","11.8",,,,,,,"54.5","21.5","23.9"
"Kershaw, Clayton","477132","2020","58.1","2.16","L","888","40.8","40.2","0.2","18.8",,,,,,,,,"40.8","59","0.2"
"Minor, Mike","501985","2020","56.2","5.56","L","979","50.7","20.7","22.1","6.4","0.1",,,,,,,,"50.8","27.2","22.1"
"Gibson, Kyle","502043","2020","67.1","5.35","R","1139","13.9","24.6","17.8","7.7","35.6","0.4",,,,,,,"49.9","32.3","17.8"
"Cobb, Alex","502171","2020","52.1","4.30","R","807","0.6",,,"16.7","47.5",,"35.2",,,,,,"48.1","16.7","35.2"
"Darvish, Yu","506433","2020","76.0","2.01","R","1153","15.1","36.2",,"11.7","8.7","4.4","8.9",,"15",,,,"28.2","62.9","8.9"
"Bumgarner, Madison","518516","2020","41.2","6.48","L","710","38.9",,"1.3","22.7","0.6","36.6",,,,,,,"76.1","22.7","1.3"
"Duffy, Danny","518633","2020","56.1","4.95","L","943","39.1","17.2","15.3","14.1","14.3",,,,,,,,"53.4","31.3","15.3"
"Porcello, Rick","519144","2020","59.0","5.64","R","982","10.5","29.2","12.6","5.1","42.6",,,,,,,,"53.1","34.3","12.6"
"Pérez, Martín","527048","2020","62.0","4.50","L","1033","15.1",,"25.8","9.4","17.7","32",,,,,,,"64.9","9.4","25.8"
"Anderson, Tyler","542881","2020","59.2","4.37","L","954","39",,"33","1.9","8","18.1",,,,,,,"65.1","1.9","33"
"Cole, Gerrit","543037","2020","73.0","2.84","R","1203","52.5","24.6","5.6","17","0.2",,,,,,,,"52.8","41.6","5.6"
"Eovaldi, Nathan","543135","2020","48.1","3.72","R","748","37.7","2.5",,"17",,"28.7","14",,,,,,"66.4","19.5","14"
"Gray, Sonny","543243","2020","56.0","3.70","R","968","26",,"3.2","28.4","27",,,,"15.4",,,,"53","43.8","3.2"
"Hendricks, Kyle","543294","2020","81.1","2.88","R","1150","21",,"28.3","16.7","33.9",,,,,,,,"55","16.7","28.3"
"Lyles, Jordan","543475","2020","57.2","7.02","R","993","43.5","12.7","10","29.8","4",,,,,,,,"47.5","42.5","10"
"Roark, Tanner","543699","2020","47.2","6.80","R","901","31.7","18.2","13.1","14.7","22.3",,,,,,,,"54.1","32.9","13.1"
"Bauer, Trevor","545333","2020","73.0","1.73","R","1165","47.4",,"0.3","15.7","0.3","20.3",,,"15.9",,,,"68.1","31.6","0.3"
"Tanaka, Masahiro","547888","2020","48.0","3.56","R","769","24.1","37.7",,"5.9","7.5",,"24.8",,,,,,"31.6","43.6","24.8"
"Ryu, Hyun Jin","547943","2020","67.0","2.69","L","1132","24.6",,"27.8","13.2","10","24.4",,,,,,,"59","13.2","27.8"
"Stripling, Ross","548389","2020","49.1","5.84","R","815","43.3","15.1","17.1","23.8","0.7",,,,,,,,"44","38.9","17.1"
"Wheeler, Zack","554430","2020","71.0","2.92","R","1077","43.8",,"5.8","10.1","21.8","15.9","2.5",,,,,,"81.5","10.1","8.4"
"Boyd, Matthew","571510","2020","60.1","6.71","L","1086","50.3","22.7","17.2","7.5","2.4",,,,,,,,"52.7","30.1","17.2"
"Corbin, Patrick","571578","2020","65.2","4.66","L","1068","17.2","40.3","5.6","2.1","34.8",,,,,,,,"52.1","42.3","5.6"
"Fiers, Mike","571666","2020","59.0","4.58","R","916","32.3","27.4","16.2","12.2","11.9",,,,,,,,"44.2","39.6","16.2"
"Heaney, Andrew","571760","2020","66.2","4.46","L","1085","57.8","0.4","17.4","24.4",,,,,,,,,"57.8","24.8","17.4"
"Richards, Garrett","572070","2020","51.1","4.03","R","788","45.1","37.8",,"7.5","9.6",,,,,,,,"54.7","45.3",
"Keuchel, Dallas","572971","2020","63.1","1.99","L","960","2.3","6.6","27.9",,"32.3","30.9",,,,,,,"65.5","6.6","27.9"
"Kikuchi, Yusei","579328","2020","47.0","5.17","L","795","37.7","16","6.3",,,"40",,,,,,,"77.7","16","6.3"
"Gausman, Kevin","592332","2020","59.2","3.62","R","975","51.1","6.8","14.5",,,,"27.7",,,,,,"51.1","6.8","42.2"
"Ray, Robbie","592662","2020","51.2","6.62","L","1064","47.4","29.4","2.7","16.9","3.6",,,,,,,,"50.9","46.3","2.7"
"Walker, Taijuan","592836","2020","53.1","2.70","R","881","38.4","21.6",,"10.1","11.4",,"18.6",,,,,,"49.7","31.7","18.6"
"Williams, Trevor","592866","2020","55.1","6.18","R","1017","42.7","26.6","15.2","7.1","8.4",,,,,,,,"51","33.7","15.2"
"Montas, Frankie","593423","2020","53.0","5.60","R","914","24","25.1",,,"38.1",,"12.9",,,,,,"62","25.1","12.9"
"deGrom, Jacob","594798","2020","68.0","2.38","R","1134","44.9","35.5","16.9","2.6",,,,,,,,,"44.9","38.2","16.9"
"Gonzales, Marco","594835","2020","69.2","3.10","L","1056","45.4",,"14.3","16.1",,"24.2",,,,,,,"69.6","16.1","14.3"
"Weaver, Luke","596133","2020","52.0","6.58","R","968","54","3.9","27.3","6.9",,"7.9",,,,,,,"61.9","10.8","27.3"
"Bassitt, Chris","605135","2020","63.0","2.29","R","946","16.7","1.2","10.3","9.4","38.2","22.5",,,"1.8",,,,"77.4","12.4","10.3"
"Bundy, Dylan","605164","2020","65.2","3.29","R","1018","33.6","25","21.3","11.7","8.3",,,,,,,,"41.9","36.7","21.3"
"Davies, Zach","605200","2020","69.1","2.73","R","1055","2.7",,"41.3","2.8","39.1","14",,,,,,,"55.8","2.8","41.3"
"Houser, Adrian","605288","2020","56.0","5.30","R","922","20.3","12.3","11.6","12.1","43.7",,,,,,,,"64","24.4","11.6"
"Nola, Aaron","605400","2020","71.1","3.28","R","1148","24.4",,"27.4","26.7","21.6",,,,,,,,"46","26.7","27.4"
"Snell, Blake","605483","2020","50.0","3.24","L","872","50.9","15.1","19.5","14.4",,,,,,,,,"50.9","29.6","19.5"
"Turnbull, Spencer","605513","2020","56.2","3.97","R","963","45.1","20.9","9.1","4","20.9",,,,,,,,"65.9","24.9","9.1"
"Woodruff, Brandon","605540","2020","73.2","3.05","R","1211","34.5","10.9","17.5","6.4","30.6",,,,,,,,"65.2","17.3","17.5"
"Glasnow, Tyler","607192","2020","57.1","4.08","R","964","60.6",,"4.7","34.8",,,,,,,,,"60.6","34.8","4.7"
"Fedde, Erick","607200","2020","50.1","4.29","R","850","11.6",,"9.5","18.4","43.9","16.6",,,,,,,"72.1","18.4","9.5"
"Freeland, Kyle","607536","2020","70.2","4.33","L","1124","21.3","23.7","24","18.9","12.2",,,,,,,,"33.5","42.5","24"
"Fried, Max","608331","2020","56.0","2.25","L","899","41.8","20.7","4.9","22.5","10.1",,,,,,,,"51.9","43.2","4.9"
"Giolito, Lucas","608337","2020","72.1","3.48","R","1214","50.6","14.7","33.7","1",,,,,,,,,"50.6","15.7","33.7"
"Márquez, Germán","608566","2020","81.2","3.75","R","1226","38.5","16.9","5.3","25.4","13.9",,,,,,,,"52.4","42.3","5.3"
"Voth, Austin","608723","2020","49.2","6.34","R","895","61",,,"23.5",,"12.4","3.1",,,,,,"73.4","23.5","3.1"
"Eflin, Zach","621107","2020","59.0","3.97","R","913","9.6","20.3","5.3","13.1","51.7",,,,,,,,"61.3","33.4","5.3"
"McCullers Jr., Lance","621121","2020","55.0","3.93","R","884","0.5",,"18.4","37.6","41.7","1.8",,,,,,,"44","37.6","18.4"
"Mills, Alec","621219","2020","62.1","4.48","R","945","25.4","10.1","15.2","15","34.3",,,,,,,,"59.7","25.1","15.2"
"Berríos, José","621244","2020","63.0","4.00","R","1102","26",,"18.8",,"25.5",,,,,"29.8",,,"51.5","29.8","18.8"
"Young, Alex","622065","2020","46.1","5.44","L","797","19.8",,"21.1","24.6","12.9","21.6",,,,,,,"54.3","24.6","21.1"
"Castillo, Luis","622491","2020","70.0","3.21","R","1153","27.1","17.7","30",,"25.2",,,,,,,,"52.3","17.7","30"
"Senzatela, Antonio","622608","2020","73.1","3.44","R","1136","55.9","24.8","10.4","8.9",,,,,,,,,"55.9","33.7","10.4"
"Castellani, Ryan","624418","2020","43.1","5.82","R","757","47.8","17.6","15.9","17","1.7",,,,,,,,"49.5","34.6","15.9"
"Maeda, Kenta","628317","2020","66.2","2.70","R","986","18.7","38.7",,"3.4","7.1","2.7","29.3",,,,,,"28.5","42.2","29.3"
"Urías, Julio","628711","2020","55.0","3.27","L","875","55.9","5.5","13.3","3","0.5",,,,,"21.9",,,"56.3","30.4","13.3"
"Manaea, Sean","640455","2020","54.0","4.50","L","812",,"12.1","28.4",,"54.1","3",,,"2.5",,,,"57","14.5","28.4"
"López, Pablo","641154","2020","57.1","3.61","R","903","32.2",,"29.9","7","22.5","8.4",,,,,,,"63.1","7","29.9"
"Keller, Brad","641745","2020","54.2","2.47","R","858","38.3","38.2","2",,"21.4",,,,,,,,"59.8","38.2","2"
"Kuhl, Chad","641771","2020","46.1","4.27","R","789","14.2","34.9","4.2","17.2","29.5",,,,,,,,"43.7","52.1","4.2"
"Mahle, Tyler","641816","2020","47.2","3.59","R","852","55.5","32.6",,"0.7",,,"11.2",,,,,,"55.5","33.3","11.2"
"Yarbrough, Ryan","642232","2020","55.2","3.56","L","833","23.2",,"30","10.7","0.1","36",,,,,,,"59.3","10.7","30"
"Dunn, Justin","643290","2020","45.2","4.34","R","801","53.6","16.5","6.2","22.7","1",,,,,,,,"54.6","39.2","6.2"
"Civale, Aaron","650644","2020","74.0","4.74","R","1201","2.2","9.5","9.2","21.2","29.2","28.7",,,,,,,"60.1","30.7","9.2"
"Canning, Griffin","656288","2020","56.1","3.99","R","965","40.6","22.7","15.2","1.3",,"20.1",,,,,,,"60.7","24","15.2"
"Cease, Dylan","656302","2020","58.1","4.01","R","1085","47.8","30.1","12.7","9.3",,,,,,,,,"47.8","39.4","12.7"
"Montgomery, Jordan","656756","2020","44.0","5.11","L","747","19",,"25.6","22.1","26.6","6.7",,,,,,,"52.3","22.1","25.6"
"Peterson, David","656849","2020","49.2","3.44","L","812","37.4","25.9","18.7","2.2","15.8",,,,,,,,"53.2","28.1","18.7"
"Sheffield, Justus","656954","2020","55.1","3.58","L","880","0.9","33.5","18.6",,"46.9",,,,,,,,"47.8","33.5","18.6"
"Webb, Logan","657277","2020","54.1","5.47","R","998","32.4",,"30.7",,"16.2","5.4",,,"15.3",,,,"54","15.3","30.7"
"Lamet, Dinelson","659275","2020","69.0","2.09","R","1046","37.3","53.4",,,"9.3",,,,,,,,"46.6","53.4",
"Bubic, Kris","663460","2020","50.0","4.32","L","931","54.2",,"29.9","15.9",,,,,,,,,"54.2","15.9","29.9"
"Singer, Brady","663903","2020","64.1","4.06","R","1071","0.7","37.4","4.7",,"57.2",,,,,,,,"57.9","37.4","4.7"
"Paddack, Chris","663978","2020","59.0","4.73","R","963","58.2",,"31","7.4",,"3.4",,,,,,,"61.6","7.4","31"
"Brubaker, JT","664141","2020","47.1","4.94","R","803","14.4","32.4","4.4","13.7","35.1",,,,,,,,"49.6","46.1","4.4"
"Valdez, Framber","664285","2020","70.2","3.57","L","1049","3",,"8.4","33.5","55.2",,,,,,,,"58.2","33.5","8.4"
"Javier, Cristian","664299","2020","54.1","3.48","R","888","63.1","25.5","7.2","4.3",,,,,,,,,"63.1","29.7","7.2"
"Luzardo, Jesús","666200","2020","59.0","4.12","L","940","31","22.8","24",,"22.2",,,,,,,,"53.2","22.8","24"
"Plesac, Zach","668676","2020","55.1","2.28","R","776","38.1","28","24.6","9.3",,,,,,,,,"38.1","37.2","24.6"
"Gallen, Zac","668678","2020","72.0","2.75","R","1117","39","1.1","19","16.1","0.2","24.6",,,,,,,"63.8","17.2","19"
"May, Dustin","669160","2020","56.0","2.57","R","866","5.5",,"5.1","13.3","51.4","24.7",,,,,,,"81.6","13.3","5.1"
"Burnes, Corbin","669203","2020","59.2","2.11","R","1010","2.5","12.7","11.2","9.1","33.1","31.5",,,,,,,"67","21.8","11.2"
"Bieber, Shane","669456","2020","77.1","1.63","R","1238","37.9","11.6","8.5","26.3",,"15.8",,,,,,,"53.6","37.9","8.5"
"Dobnak, Randy","677976","2020","46.2","4.05","R","748","4.5","35.3","16.3",,"43.9",,,,,,,,"48.4","35.3","16.3"
"Wainwright, Adam","425794","2021","206.1","3.05","R","3068","9.6",,"6.4","34.1","28.1","21.8",,,,,,,"59.5","34.1","6.4"
"Greinke, Zack","425844","2021","171.0","4.16","R","2566","40","15.2","22.3","16.7","5.7","0.1",,,,,,,"45.8","31.9","22.3"
"Hill, Rich","448179","2021","158.2","3.86","L","2496","47.1","0.5","3","37.8","2.4","2.8",,,"6.5",,,,"52.3","44.7","3"
"Morton, Charlie","450203","2021","185.2","3.34","R","2987","36.1",,"5.3","36.7","13.3","8.5",,,,,,,"58","36.7","5.3"
"Lester, Jon","452657","2021","141.1","4.71","L","2380","31.1",,"18.2","8.4","16.7","25.6",,,,,,,"73.4","8.4","18.2"
"Scherzer, Max","453286","2021","179.1","2.46","R","2821","46.7","18.8","14.9","9.8",,"9.8",,,,,,,"56.5","28.6","14.9"
"Happ, J.A.","457918","2021","152.1","5.79","L","2674","53.9","15.1","12","1.3","17.7",,,,,,,,"71.6","16.3","12"
"Lynn, Lance","458681","2021","157.0","2.69","R","2503","41.5","0.1","4.5","3","20.1","30.9",,,,,,,"92.4","3","4.5"
"Miley, Wade","489119","2021","163.0","3.37","L","2592","16.2","5.2","27.3","3.5","1.2","46.5",,,,,,,"64","8.8","27.3"
"Minor, Mike","501985","2021","158.2","5.05","L","2621","42.8","21.9","19.5","15.7","0.1",,,,,,,,"43","37.5","19.5"
"Gibson, Kyle","502043","2021","182.0","3.71","R","2881","12.6","15.7","13.4","9","34","15",,,"0.4",,,,"61.6","25.1","13.4"
"Darvish, Yu","506433","2021","166.1","4.22","R","2769","22.1","31",,"8.5","8.3","2.5","4.9",,"22.8",,,,"32.9","62.2","4.9"
"Bumgarner, Madison","518516","2021","146.1","4.67","L","2294","33.1",,"7.8","21.7","3.2","34.2",,,,,,,"70.5","21.7","7.8"
"Harvey, Matt","518774","2021","127.2","6.27","R","2232","34.1","19.3","11.9","14","20.7",,,,,,,,"54.8","33.3","11.9"
"Kelly, Merrill","518876","2021","158.0","4.44","R","2425","32",,"17.4","18.1","18.4","14.1",,,,,,,"64.5","18.1","17.4"
"Pérez, Martín","527048","2021","114.0","4.74","L","1860","13.1",,"24.3","8.4","25.3","28.9",,,,,,,"67.3","8.4","24.3"
"Anderson, Tyler","542881","2021","167.0","4.53","L","2602","37.3","0.9","24.6","0.7","10.3","26.2",,,,,,,"73.8","1.6","24.6"
"Cole, Gerrit","543037","2021","181.1","3.23","R","2969","47.1","22.2","14.2","15.7","0.8",,,,,,,,"48","37.9","14.2"
"DeSclafani, Anthony","543101","2021","167.2","3.17","R","2558","27.1","35.7","10.5","8.1","18.6",,,,,,,,"45.7","43.8","10.5"
"Eovaldi, Nathan","543135","2021","182.1","3.75","R","2927","42.3","13.8",,"18.8",,"12.5","12.7",,,,,,"54.8","32.5","12.7"
"Gray, Sonny","543243","2021","135.1","4.19","R","2228","23.8","4.8","3.3","23.2","29.1","0.5",,,"15.3",,,,"53.4","43.3","3.3"
"Hendricks, Kyle","543294","2021","181.0","4.77","R","2809","17.9",,"27.7","11.7","42.7",,,,,,,,"60.6","11.7","27.7"
"Lyles, Jordan","543475","2021","180.0","5.15","R","2964","39.4","9.2","7.3","18.2","9","2.8",,,"14.2",,,,"51.2","41.5","7.3"
"Ryu, Hyun Jin","547943","2021","169.0","4.37","L","2689","35.3","0.5","25.3","12.5","1","25.4",,,,,,,"61.7","13","25.3"
"Wheeler, Zack","554430","2021","213.1","2.78","R","3205","42.4",,"3.7","10.7","18.3","25",,,,,,,"85.7","10.7","3.7"
"Corbin, Patrick","571578","2021","171.2","5.82","L","2750","28.3","38.4","4.2","1","28.1",,,,,,,,"56.4","39.4","4.2"
"Heaney, Andrew","571760","2021","129.2","5.83","L","2253","59.4","1.5","18","21.1",,,,,,,,,"59.4","22.6","18"
"Matz, Steven","571927","2021","150.2","3.82","L","2557",,"8.2","23.3","16.6","51.9",,,,,,,,"51.9","24.8","23.3"
"Richards, Garrett","572070","2021","136.2","4.87","R","2331","53","27.4","6.9","12.2","0.6",,,,,,,,"53.6","39.6","6.9"
"Keuchel, Dallas","572971","2021","162.0","5.28","L","2726","2.1","7","28.6",,"37.9","24.4",,,,,,,"64.4","7","28.6"
"Stroman, Marcus","573186","2021","179.0","3.02","R","2741","2.6","1.6",,"0.4","42","15.4","16.1",,,"21.9",,,"60.1","23.9","16.1"
"Kikuchi, Yusei","579328","2021","157.0","4.41","L","2561","35.7","18.9","10.5",,,"34.9",,,,,,,"70.6","18.9","10.5"
"Foltynewicz, Mike","592314","2021","139.0","5.44","R","2236","29.3","23.7","12.7","12.6","21.8",,,,,,,,"51.1","36.2","12.7"
"Gausman, Kevin","592332","2021","192.0","2.81","R","3002","52.7","6.2","5.6",,,,"35.5",,,,,,"52.7","6.2","41.1"
"Gray, Jon","592351","2021","149.0","4.59","R","2537","47.6","38.1","8","6.3",,,,,,,,,"47.6","44.4","8"
"Ray, Robbie","592662","2021","193.1","2.84","L","3141","59.2","30.8","3.6","6.1","0.3",,,,,,,,"59.5","36.9","3.6"
"Smyly, Drew","592767","2021","126.2","4.48","L","2138",,,,"42","46.5","11.5",,,,,,,"58","42",
"Taillon, Jameson","592791","2021","144.1","4.30","R","2372","49.5","15.3","6","19.1","5.4","4.7",,,"0",,,,"59.6","34.4","6"
"Walker, Taijuan","592836","2021","159.0","4.47","R","2547","35.5","21.1",,"7.3","21.7","0.1","14.3",,,,,,"57.2","28.4","14.3"
"Montas, Frankie","593423","2021","187.0","3.37","R","3028","29.7","12.3",,,"28.6","7.1","22.3",,,,,,"65.4","12.3","22.3"
"Rodriguez, Eduardo","593958","2021","157.2","4.74","L","2721","39.9","8.1","23.1",,"11.2","17.7",,,,,,,"68.8","8.1","23.1"
"Gonzales, Marco","594835","2021","143.1","3.96","L","2324","50.3",,"20.1","15.4",,"14.3",,,,,,,"64.5","15.4","20.1"
"Pivetta, Nick","601713","2021","155.0","4.53","R","2745","51.8","21.2","2.7","23.8","0.1","0.4",,,"0",,,,"52.3","45","2.7"
"Bassitt, Chris","605135","2021","157.1","3.15","R","2381","19.3","2.4","10.2","6.5","35.7","18.1",,,"7.9",,,,"73","16.8","10.2"
"Davies, Zach","605200","2021","148.0","5.78","R","2577","0","0.6","32.5","6.9","52.4","7.5",,,,,,,"60","7.5","32.5"
"Houser, Adrian","605288","2021","142.1","3.22","R","2352","13.4","7.3","11.1","14.4","53.8",,,,,,,,"67.3","21.6","11.1"
"López, Jorge","605347","2021","121.2","6.07","R","2166","21.1","5.6","13.8","23.7","35.9",,,,,,,,"56.9","29.3","13.8"
"Musgrove, Joe","605397","2021","181.1","3.18","R","2938","20.3","27.8","4.8","23.8","5.1","18.2",,,,,,,"43.6","51.5","4.8"
"Nola, Aaron","605400","2021","180.2","4.63","R","2971","37.4",,"19.8","27","14.2","1.5",,,,,,,"53.2","27","19.8"
"Snell, Blake","605483","2021","128.2","4.20","L","2347","52.5","24.2","9.8","13.5",,,,,,,,,"52.5","37.6","9.8"
"Woodruff, Brandon","605540","2021","179.1","2.56","R","2810","33.7","8.6","14.2","16.8","26.8",,,,,,,,"60.4","25.4","14.2"
"Rodón, Carlos","607074","2021","132.2","2.37","L","2219","58.7","27.2","12.4","1.7",,,,,,,,,"58.7","28.9","12.4"
"Fedde, Erick","607200","2021","133.1","5.47","R","2409","1.3",,"10.2","22.2","42.2","22.9",,,"1.2",,,,"66.4","23.4","10.2"
"Freeland, Kyle","607536","2021","120.2","4.33","L","1886","25.3","22.7","17.2","19.9","14.8",,,,,,,,"40.2","42.6","17.2"
"Means, John","607644","2021","146.2","3.62","L","2328","47.9","8.4","27.2","16.4",,,,,,"0",,,"47.9","24.8","27.2"
"Fried, Max","608331","2021","165.2","3.04","L","2558","38.9","21.5","2.2","25.6","11.3",,,,"0.5",,,,"50.2","47.7","2.2"
"Giolito, Lucas","608337","2021","178.2","3.53","R","2970","43.9","21.5","31.8","2.8",,,,,,,,,"43.9","24.3","31.8"
"Irvin, Cole","608344","2021","178.1","4.24","L","2682","40.5","14.5","22","3.3","19.2","0.5",,,,,,,"60.3","17.8","22"
"Wacha, Michael","608379","2021","124.2","5.05","R","1974","35.9",,"29.4","6.3","3.5","24.9",,,,,,,"64.3","6.3","29.4"
"Márquez, Germán","608566","2021","180.0","4.40","R","2788","45.5","26.9","2.1","18.2","7.4",,,,,,,,"52.9","45.1","2.1"
"Quantrill, Cal","615698","2021","149.2","2.89","R","2263","14.7","4.7","14","4.2","36.5","25.9",,,,,,,"77","9","14"
"Kaprielian, James","621076","2021","119.1","4.07","R","2024","52.8","17.4","15.7","8.1","6",,,,,,,,"58.8","25.5","15.7"
"Buehler, Walker","621111","2021","207.2","2.47","R","3152","44.7","0","4.8","13.2","7.4","16",,,"13.9",,,,"68.1","27.1","4.8"
"McCullers Jr., Lance","621121","2021","162.1","3.16","R","2788",,"25.6","13.7","25","34","1.6",,,,,,,"35.7","50.6","13.7"
"Mills, Alec","621219","2021","119.0","5.07","R","1936","17.3","12.6","16.8","10.4","42.9",,,,,,,,"60.1","23","16.8"
"Berríos, José","621244","2021","192.0","3.52","R","3043","26.7",,"13.2",,"29.6",,,,,"30.5",,,"56.3","30.5","13.2"
"Wood, Alex","622072","2021","138.2","3.83","L","2195",,"31.6","22",,"46.4",,,,,,,,"46.4","31.6","22"
"Castillo, Luis","622491","2021","187.2","3.98","R","3164","28.5","17.4","30.5",,"23.6",,,,,,,,"52.1","17.4","30.5"
"Senzatela, Antonio","622608","2021","156.2","4.42","R","2405","54.5","31.9","6.2","5.8","1.6",,,,,,,,"56.1","37.7","6.2"
"Flexen, Chris","623167","2021","179.2","3.61","R","2811","40",,"15.3","15.3",,"29.4",,,,,,,"69.4","15.3","15.3"
"Urías, Julio","628711","2021","185.2","2.96","L","2786","48.3",,"17.3",,"0.1",,,,,"34.2",,,"48.4","34.2","17.3"
"Crowe, Wil","640444","2021","116.2","5.48","R","2171","34.9","24.7","18.2","10.5","11.7",,,,,,,,"46.7","35.1","18.2"
"Manaea, Sean","640455","2021","179.1","3.91","L","2980","0.8","14.9","24.3",,"59.3",,,,"0.7",,,,"60.1","15.6","24.3"
"Alzolay, Adbert","640470","2021","125.2","4.58","R","1955","18.5","39.8","7.1","1.1","27","6.5",,,,,,,"52","40.9","7.1"
"Dunning, Dane","641540","2021","117.2","4.51","R","1909","0.6","21.6","13","4.7","52.1","8",,,,,,,"60.7","26.3","13"
"Keller, Brad","641745","2021","133.2","5.39","R","2348","29.6","34.8","6.2",,"29.3",,,,,,,,"58.9","34.8","6.2"
"Mahle, Tyler","641816","2021","180.0","3.75","R","3196","53","26.2",,,,"4.9","15.9",,,,,,"57.9","26.2","15.9"
"Yarbrough, Ryan","642232","2021","155.0","5.11","L","2488","13.1",,"28","18.2","0.8","40",,,,,,,"53.8","18.2","28"
"Peralta, Freddy","642547","2021","144.1","2.81","R","2356","51.7","26.5","9.7","10.8","1.3",,,,,,,,"53","37.3","9.7"
"Alcantara, Sandy","645261","2021","205.2","3.19","R","3095","21.6","24.1","23.6","2.6","28.2",,,,,,,,"49.8","26.7","23.6"
"Cease, Dylan","656302","2021","165.2","3.91","R","2957","46.8","30.2","7.3","15.2",,,,,"0.4",,,,"46.8","45.9","7.3"
"Montgomery, Jordan","656756","2021","157.1","3.83","L","2570","16.2",,"24.4","23.7","21.9","13.8",,,,,,,"52","23.7","24.4"
